id,email,ip_address,currency,stock_name,price
913,cconaghanpc@sourceforge.net,177.100.100.137,Sol,"Mellanox Technologies",37.76
914,ccloakepd@list-manage.com,199.249.229.246,Dinar,Nuven Mortgage Opportunity Term Fund 2,11.71
915,iknowlsonpe@bing.com,60.14.62.64,Rupiah,Mesa Royalty Trust,74.68
916,rfrapwellpf@delicious.com,81.149.84.247,Zloty,"SCYNEXIS",81.81
917,mprinpg@studiopress.com,67.64.166.241,Ruble,"Penns Woods Bancorp",88.12
918,ksemradph@prnewswire.com,6.247.0.21,Ruble,First Bancorp,41.71
919,eeymerpi@prnewswire.com,165.75.246.144,Euro,Atlantic American Corporation,4.44
920,dpitkinpj@nih.gov,229.32.37.196,Dinar,"Consolidated Communications Holdings",98.47
921,vbasirepk@instagram.com,79.84.6.191,Euro,"Preferred Apartment Communities",65.01
922,abamboroughpl@paypal.com,137.22.72.170,Euro,Pennsylvania Real Estate Investment Trust,83.73
923,mfrancellopm@geocities.com,3.33.23.184,Zloty,Celsion Corporation,59.93
924,ebrissendenpn@gnu.org,13.240.158.30,Hryvnia,Concurrent Computer Corporation,12.56
925,mmaydwellpo@digg.com,34.74.255.159,Rupiah,Global X NASDAQ China Technology ETF,19.37
926,mwhitfordpp@upenn.edu,54.126.145.230,Shilling,"FTI Consulting",62.71
927,wpepperrallpq@nydailynews.com,40.215.233.108,Peso,"ARC Group Worldwide",92.44
928,evardenpr@tumblr.com,187.34.246.148,Yuan Renminbi,"AmTrust Financial Services",59.14
929,ayewdallps@uol.com.br,54.242.150.220,Rupiah,Bank of America Corporation,53.06
930,cscrivinpt@typepad.com,10.205.94.112,Shilling,Ocwen Financial Corporation,95.89
931,oshirlawpu@virginia.edu,181.179.93.185,Yuan Renminbi,"Sierra Wireless",36.76
932,wcastellettopv@miitbeian.gov.cn,15.204.37.57,Vatu,"Marsh & McLennan Companies",49.53
933,dohalleghanepw@home.pl,0.50.40.232,Rupiah,Bryn Mawr Bank Corporation,16.99
934,pfranssenpx@cam.ac.uk,10.18.161.223,Yuan Renminbi,Western Asset High Income Fund II Inc.,20.76
935,twalderpy@jimdo.com,30.138.3.155,Rupiah,"First Mid-Illinois Bancshares",76.39
936,fbarczynskipz@ezinearticles.com,130.233.240.218,Rupiah,GlaxoSmithKline PLC,72.46
937,atotenq0@so-net.ne.jp,252.206.143.209,Dong,"United Community Banks",93.79
938,lberdaleq1@prnewswire.com,79.202.231.232,Pound,Deutsche Bank AG,99.20
939,lbrunningq2@ycombinator.com,77.175.198.61,Peso,"Maui Land & Pineapple Company",40.24
940,dsageq3@biblegateway.com,67.74.97.136,Yen,"KVH Industries",69.81
941,mgreepq4@1und1.de,128.236.180.178,Yuan Renminbi,Bank of America Corporation,28.76
942,jdacreq5@pbs.org,237.71.7.76,Baht,"Goldman Sachs Group (The)",0.64
943,bfeldmannq6@go.com,144.18.182.46,Peso,"Inter Parfums",16.40
944,rgommesq7@harvard.edu,27.119.88.160,Dollar,"Juniper Pharmaceuticals",23.12
945,wzamboniariq8@php.net,193.176.169.13,Yuan Renminbi,Merus N.V.,15.93
946,rbolinoq9@ftc.gov,25.92.74.193,Sol,"Hostess Brands",39.72
947,cbuggsqa@tripadvisor.com,138.3.97.123,Peso,"Morgan Stanley Asia-Pacific Fund",2.23
948,gdunstallqb@squarespace.com,65.81.157.247,Ruble,"Level 3 Communications",95.40
949,bbillingtonqc@washingtonpost.com,7.13.215.153,Euro,"AVEO Pharmaceuticals",49.86
950,mmalenoirqd@scientificamerican.com,235.92.15.163,Naira,"F5 Networks",82.49
951,cdrinkhillqe@over-blog.com,150.19.148.105,Rupiah,The Obesity ETF,67.91
952,gbachqf@spotify.com,206.14.90.193,Euro,Avadel Pharmaceuticals plc,14.33
953,hspatarulqg@cpanel.net,81.4.251.79,Won,Modern Media Acquisition Corp.,90.56
954,dstockdaleqh@sciencedaily.com,199.236.119.135,Rial,"ConnectOne Bancorp",15.13
955,hsmellieqi@privacy.gov.au,76.151.142.68,Rial,Mercantile Bank Corporation,49.03
956,slindenbaumqj@ucoz.ru,83.163.213.33,Yuan Renminbi,Liberty Media Corporation,88.47
957,cautyqk@pinterest.com,60.37.35.103,Yuan Renminbi,"Blackrock Enhanced Government Fund Inc",8.57
958,dnoakesql@soundcloud.com,188.252.112.155,Yuan Renminbi,"Sequential Brands Group",83.98
959,iattwoulqm@princeton.edu,232.92.160.225,Yuan Renminbi,Snap-On Incorporated,67.43
960,ograbbanqn@last.fm,88.141.93.55,Sol,Darling Ingredients Inc.,5.53
961,tbacksalqo@taobao.com,97.73.100.147,Rupiah,Tiptree Inc.,25.69
962,tsimminsqp@rakuten.co.jp,224.51.254.112,Yuan Renminbi,"Athenex",36.34
963,pskillandersqq@hostgator.com,234.125.2.33,Euro,First Trust Mid Cap Core AlphaDEX Fund,75.38
964,alackeyqr@tinyurl.com,118.53.3.239,Rupiah,Brady Corporation,65.35
965,ssaywardqs@walmart.com,5.157.196.95,Ruble,Fifth Street Asset Management Inc.,36.92
966,mboggesqt@cbslocal.com,85.67.241.34,Peso,Fluor Corporation,34.70
967,rmacgillreichqu@amazon.de,195.160.234.1,Euro,PowerShares DWA Consumer Staples Momentum Portfolio,0.73
968,gdeetchqv@pinterest.com,236.172.59.249,Boliviano,Bank of South Carolina Corp.,64.71
969,dlinacreqw@a8.net,252.193.50.130,Ruble,Atlantic Coast Financial Corporation,34.87
970,cmoubrayqx@t.co,174.241.205.25,Real,Veeco Instruments Inc.,66.83
971,jclampettqy@yahoo.com,6.45.244.244,Dollar,"Build-A-Bear Workshop",65.02
972,elambertiqz@sourceforge.net,131.236.180.183,Yuan Renminbi,"Urban One ",48.91
973,jmacsweenr0@vk.com,246.126.70.202,Bolivar,Pebblebrook Hotel Trust,62.12
974,gflahyr1@sun.com,249.205.171.142,Franc,"Apricus Biosciences",42.64
975,whawfordr2@fotki.com,89.1.200.110,Kip,First Commonwealth Financial Corporation,50.59
976,bnellesr3@toplist.cz,107.18.252.139,Rupiah,MIND C.T.I. Ltd.,71.40
977,rzupar4@tamu.edu,83.175.131.125,Rupiah,Evogene Ltd.,3.39
978,llepperr5@com.com,99.117.90.242,Sol,UTStarcom Holdings Corp,97.42
979,mwincomr6@histats.com,141.28.32.33,Euro,Lsb Industries Inc.,47.06
980,dmartensenr7@hp.com,209.150.155.80,Yuan Renminbi,"Citizens Financial Group",39.37
981,ckaubler8@desdev.cn,173.253.132.25,Rupiah,Bright Horizons Family Solutions Inc.,12.82
982,rbouldenr9@indiatimes.com,225.130.36.171,Euro,First Trust Mid Cap Core AlphaDEX Fund,93.60
983,klanmeidra@facebook.com,105.87.203.93,Peso,Foresight Energy LP,51.75
984,lcromptonrb@theglobeandmail.com,56.214.216.35,Ruble,Steel Partners Holdings LP,35.63
985,lzaniolorc@dot.gov,243.159.70.153,Yuan Renminbi,"Ambac Financial Group",52.84
986,mtibbettsrd@simplemachines.org,95.203.113.249,Real,iShares Asia 50 ETF,39.54
987,dkeachre@mail.ru,138.20.175.94,Peso,Enel Americas S.A.,10.28
988,kbasekerf@hubpages.com,12.172.119.6,Peso,"Adamas Pharmaceuticals",12.93
989,mfilisovrg@hugedomains.com,106.17.121.44,Ruble,Colgate-Palmolive Company,37.39
990,wplanksrh@mozilla.org,165.249.119.55,Euro,"Sun Communities",23.35
991,eshuttlewoodri@angelfire.com,71.235.10.170,Peso,"McDermott International",83.70
992,jkeysonrj@chronoengine.com,230.80.165.194,Rupiah,The GDL Fund,16.43
993,nschmidtrk@skype.com,72.140.44.187,Shekel,FlexShares STOXX Global ESG Impact Index Fund,62.41
994,jstacyrl@ucsd.edu,181.20.230.149,Yuan Renminbi,The Priceline Group Inc. ,45.10
995,smcettrickrm@paginegialle.it,81.26.225.59,Yuan Renminbi,Apollo Investment Corporation,56.19
996,ccastellsrn@desdev.cn,142.103.152.43,Euro,JMP Group LLC,5.66
997,wkeymerro@cbslocal.com,90.136.111.5,Zloty,"Manitowoc Company (The)",95.38
998,slawleerp@cafepress.com,147.210.13.118,Yuan Renminbi,ITT Inc.,44.53
999,rdysterrq@usatoday.com,169.110.163.152,Yuan Renminbi,"Isramco",30.55
1000,dszymanskirr@sbwire.com,107.153.92.154,Rupiah,Mobile TeleSystems OJSC,41.52
